id,timestamp,season,holiday,workingday,weather,temp,temp_feel,humidity,windspeed,demand
21,2017-01-01 20:00:00,spring,No,No,Mist,16.4,20.455,87.0,16.9979,3.58351893845611
22,2017-01-01 21:00:00,spring,No,No,Mist,16.4,20.455,87.0,12.998,3.5263605246161616
23,2017-01-01 22:00:00,spring,No,No,Mist,16.4,20.455,94.0,15.0013,3.332204510175204
24,2017-01-01 23:00:00,spring,No,No,Mist,,22.725,88.0,19.9995,3.6635616461296463
25,2017-01-02 00:00:00,spring,No,No,Mist,18.86,22.725,88.0,19.9995,2.833213344056216
26,2017-01-02 01:00:00,spring,No,No,Mist,18.04,21.97,94.0,16.9979,2.833213344056216
27,2017-01-02 02:00:00,spring,No,No,Mist,,21.21,100.0,19.0012,2.1972245773362196
28,2017-01-02 03:00:00,spring,No,No,Mist,18.86,22.725,94.0,12.998,1.791759469228055
29,2017-01-02 04:00:00,spring,No,No,Mist,18.86,22.725,94.0,12.998,1.0986122886681098
30,2017-01-02 06:00:00,spring,No,No,Light snow or rain,17.22,21.21,77.0,19.9995,0.6931471805599453
31,2017-01-02 07:00:00,spring,No,No,Mist,16.4,20.455,76.0,12.998,0.0
32,2017-01-02 08:00:00,spring,No,No,Light snow or rain,,20.455,71.0,15.0013,2.0794415416798357
33,2017-01-02 09:00:00,spring,No,No,Mist,15.58,19.695,76.0,15.0013,2.995732273553991
34,2017-01-02 10:00:00,spring,No,No,Mist,14.76,17.425,81.0,15.0013,3.970291913552122
35,2017-01-02 11:00:00,spring,No,No,Mist,14.76,16.665,71.0,16.9979,4.248495242049359
36,2017-01-02 12:00:00,spring,No,No,Mist,14.76,,66.0,19.9995,4.532599493153256
37,2017-01-02 13:00:00,spring,No,No,Mist,14.76,17.425,66.0,8.9981,4.31748811353631
38,2017-01-02 14:00:00,spring,No,No,Light snow or rain,14.76,17.425,76.0,12.998,4.07753744390572
39,2017-01-02 15:00:00,spring,No,No,Light snow or rain,13.94,16.665,81.0,11.0014,4.30406509320417
40,2017-01-02 16:00:00,spring,No,No,Light snow or rain,,16.665,71.0,11.0014,4.330733340286331
41,2017-01-02 17:00:00,spring,No,No,Clear or partly cloudy,13.94,16.665,57.0,12.998,4.174387269895637
42,2017-01-02 18:00:00,spring,No,No,Mist,14.76,16.665,46.0,22.0028,3.970291913552122
43,2017-01-02 19:00:00,spring,No,No,Clear or partly cloudy,13.12,14.395,42.0,30.0026,3.4011973816621555
44,2017-01-02 20:00:00,spring,No,No,Clear or partly cloudy,,13.635,39.0,23.9994,3.091042453358316
45,2017-01-02 21:00:00,spring,No,No,Clear or partly cloudy,10.66,11.365,44.0,22.0028,3.4339872044851463
46,2017-01-02 22:00:00,spring,No,No,Clear or partly cloudy,9.84,10.605,44.0,19.9995,2.1972245773362196
47,2017-01-02 23:00:00,spring,No,No,Clear or partly cloudy,,11.365,47.0,11.0014,2.0794415416798357
48,2017-01-03 00:00:00,spring,No,Yes,Clear or partly cloudy,9.02,9.85,44.0,23.9994,1.6094379124341003
49,2017-01-03 01:00:00,spring,No,Yes,Clear or partly cloudy,,8.335,44.0,27.9993,0.6931471805599453
50,2017-01-03 04:00:00,spring,No,Yes,Clear or partly cloudy,6.56,6.82,47.0,26.0027,0.0
51,2017-01-03 05:00:00,spring,No,Yes,Clear or partly cloudy,6.56,6.82,47.0,19.0012,1.0986122886681098
52,2017-01-03 06:00:00,spring,No,Yes,Clear or partly cloudy,5.74,5.305,50.0,26.0027,3.4011973816621555
53,2017-01-03 07:00:00,spring,No,Yes,Clear or partly cloudy,,6.82,,12.998,4.1588830833596715
54,2017-01-03 08:00:00,spring,No,Yes,Clear or partly cloudy,5.74,6.06,50.0,19.0012,5.0369526024136295
55,2017-01-03 09:00:00,spring,No,Yes,Clear or partly cloudy,6.56,6.82,43.0,26.0027,4.477336814478207
56,2017-01-03 10:00:00,spring,No,Yes,Clear or partly cloudy,7.38,8.335,43.0,16.9979,3.784189633918261
57,2017-01-03 11:00:00,spring,No,Yes,Clear or partly cloudy,8.2,9.09,40.0,22.0028,3.9318256327243257
58,2017-01-03 12:00:00,spring,No,Yes,Clear or partly cloudy,,10.605,35.0,19.9995,4.110873864173311
59,2017-01-03 13:00:00,spring,No,Yes,Clear or partly cloudy,9.84,10.605,35.0,19.0012,4.110873864173311
60,2017-01-03 14:00:00,spring,No,Yes,Clear or partly cloudy,10.66,12.12,30.0,19.0012,4.343805421853684
61,2017-01-03 15:00:00,spring,No,Yes,Clear or partly cloudy,10.66,12.12,30.0,16.9979,4.276666119016055
62,2017-01-03 16:00:00,spring,No,Yes,Clear or partly cloudy,10.66,12.12,30.0,16.9979,4.330733340286331
63,2017-01-03 17:00:00,spring,No,Yes,Clear or partly cloudy,9.84,11.365,30.0,15.0013,5.056245805348308
64,2017-01-03 18:00:00,spring,No,Yes,Clear or partly cloudy,9.84,12.88,32.0,7.0015,5.056245805348308
65,2017-01-03 19:00:00,spring,No,Yes,Clear or partly cloudy,8.2,12.88,47.0,0.0,4.700480365792417
66,2017-01-03 20:00:00,spring,No,Yes,Clear or partly cloudy,,11.365,47.0,7.0015,3.9512437185814275
67,2017-01-03 21:00:00,spring,No,Yes,Clear or partly cloudy,7.38,9.85,64.0,8.9981,3.9512437185814275
68,2017-01-03 22:00:00,spring,No,Yes,Clear or partly cloudy,5.74,7.575,69.0,8.9981,2.995732273553991
69,2017-01-03 23:00:00,spring,No,Yes,Clear or partly cloudy,7.38,10.605,55.0,7.0015,2.4849066497880004
70,2017-01-04 00:00:00,spring,No,Yes,Clear or partly cloudy,6.56,9.09,55.0,7.0015,1.6094379124341003
71,2017-01-04 01:00:00,spring,No,Yes,Clear or partly cloudy,6.56,9.09,59.0,7.0015,0.6931471805599453
72,2017-01-04 02:00:00,spring,No,Yes,Clear or partly cloudy,5.74,7.575,63.0,8.9981,0.0
73,2017-01-04 04:00:00,spring,No,Yes,Clear or partly cloudy,5.74,9.09,63.0,6.0032,0.6931471805599453
74,2017-01-04 05:00:00,spring,No,Yes,Clear or partly cloudy,4.92,7.575,68.0,7.0015,1.3862943611198906
75,2017-01-04 06:00:00,spring,No,Yes,Clear or partly cloudy,,7.575,74.0,7.0015,3.58351893845611
76,2017-01-04 07:00:00,spring,No,Yes,Clear or partly cloudy,4.92,7.575,74.0,8.9981,4.543294782270004
77,2017-01-04 08:00:00,spring,No,Yes,Clear or partly cloudy,5.74,7.575,69.0,11.0014,5.187385805840755
78,2017-01-04 09:00:00,spring,No,Yes,Clear or partly cloudy,6.56,7.575,64.0,,4.605170185988092
79,2017-01-04 10:00:00,spring,No,Yes,Mist,6.56,6.82,69.0,22.0028,3.7376696182833684
80,2017-01-04 11:00:00,spring,No,Yes,Clear or partly cloudy,9.02,10.605,51.0,19.9995,4.04305126783455
81,2017-01-04 12:00:00,spring,No,Yes,Clear or partly cloudy,9.02,11.365,51.0,11.0014,4.356708826689592
82,2017-01-04 13:00:00,spring,No,Yes,Clear or partly cloudy,9.84,11.365,56.0,12.998,4.574710978503383
83,2017-01-04 14:00:00,spring,No,Yes,Clear or partly cloudy,10.66,12.88,52.0,15.0013,4.143134726391533
84,2017-01-04 15:00:00,spring,No,Yes,Clear or partly cloudy,,13.635,52.0,16.9979,4.174387269895637
85,2017-01-04 16:00:00,spring,No,Yes,Clear or partly cloudy,12.3,14.395,49.0,16.9979,4.418840607796598
86,2017-01-04 17:00:00,spring,No,Yes,Clear or partly cloudy,11.48,13.635,48.0,15.0013,5.356586274672012
87,2017-01-04 18:00:00,spring,No,Yes,Clear or partly cloudy,10.66,12.88,48.0,12.998,5.204006687076795
88,2017-01-04 19:00:00,spring,No,Yes,Clear or partly cloudy,9.84,12.88,48.0,7.0015,4.718498871295094
89,2017-01-04 20:00:00,spring,No,Yes,Clear or partly cloudy,9.84,12.88,48.0,7.0015,3.9889840465642745
90,2017-01-04 21:00:00,spring,No,Yes,Clear or partly cloudy,,13.635,64.0,0.0,3.871201010907891
91,2017-01-04 22:00:00,spring,No,Yes,Clear or partly cloudy,9.02,12.88,64.0,6.0032,3.5553480614894135
92,2017-01-04 23:00:00,spring,No,Yes,Clear or partly cloudy,8.2,11.365,69.0,6.0032,2.3978952727983707
93,2017-01-05 00:00:00,spring,No,Yes,Clear or partly cloudy,8.2,12.88,64.0,0.0,1.791759469228055
94,2017-01-05 01:00:00,spring,No,Yes,Clear or partly cloudy,6.56,9.85,74.0,6.0032,1.791759469228055
95,2017-01-05 02:00:00,spring,No,Yes,Clear or partly cloudy,6.56,9.85,74.0,6.0032,0.6931471805599453
96,2017-01-05 04:00:00,spring,No,Yes,Clear or partly cloudy,9.84,11.365,48.0,15.0013,0.6931471805599453
97,2017-01-05 05:00:00,spring,No,Yes,Clear or partly cloudy,9.02,11.365,47.0,11.0014,1.0986122886681098
98,2017-01-05 06:00:00,spring,No,Yes,Clear or partly cloudy,8.2,9.85,47.0,15.0013,3.4965075614664802
99,2017-01-05 07:00:00,spring,No,Yes,Clear or partly cloudy,7.38,9.09,43.0,12.998,4.477336814478207
100,2017-01-05 08:00:00,spring,No,Yes,Clear or partly cloudy,8.2,9.09,40.0,19.9995,5.272999558563747
101,2017-01-05 09:00:00,spring,No,Yes,Clear or partly cloudy,,9.85,37.0,22.0028,4.74493212836325
102,2017-01-05 10:00:00,spring,No,Yes,Clear or partly cloudy,9.02,9.85,37.0,22.0028,4.04305126783455
103,2017-01-05 11:00:00,spring,No,Yes,Clear or partly cloudy,10.66,11.365,33.0,22.0028,3.828641396489095
104,2017-01-05 12:00:00,spring,No,Yes,Clear or partly cloudy,10.66,11.365,33.0,22.0028,4.3694478524670215
105,2017-01-05 13:00:00,spring,No,Yes,Clear or partly cloudy,11.48,12.88,30.0,19.9995,4.2626798770413155
106,2017-01-05 14:00:00,spring,No,Yes,Clear or partly cloudy,12.3,14.395,28.0,12.998,4.127134385045092
107,2017-01-05 15:00:00,spring,No,Yes,Clear or partly cloudy,12.3,14.395,28.0,12.998,4.127134385045092
108,2017-01-05 16:00:00,spring,No,Yes,Clear or partly cloudy,12.3,15.91,28.0,6.0032,4.48863636973214
109,2017-01-05 17:00:00,spring,No,Yes,Clear or partly cloudy,9.84,11.365,38.0,12.998,5.247024072160486
110,2017-01-05 18:00:00,spring,No,Yes,Clear or partly cloudy,9.84,12.12,38.0,8.9981,5.1298987149230735
111,2017-01-05 19:00:00,spring,No,Yes,Clear or partly cloudy,9.84,12.88,38.0,7.0015,4.882801922586371
112,2017-01-05 20:00:00,spring,No,Yes,Clear or partly cloudy,9.02,11.365,47.0,11.0014,4.48863636973214
113,2017-01-05 21:00:00,spring,No,Yes,Clear or partly cloudy,8.2,9.85,51.0,12.998,3.7612001156935624
114,2017-01-05 22:00:00,spring,No,Yes,Clear or partly cloudy,7.38,9.85,55.0,8.9981,3.7376696182833684
115,2017-01-05 23:00:00,spring,No,Yes,Clear or partly cloudy,8.2,12.88,47.0,0.0,2.9444389791664403
116,2017-01-06 00:00:00,spring,No,Yes,Clear or partly cloudy,7.38,12.12,55.0,0.0,2.3978952727983707
117,2017-01-06 01:00:00,spring,No,Yes,Clear or partly cloudy,6.56,11.365,64.0,0.0,1.3862943611198906
118,2017-01-06 02:00:00,spring,No,Yes,Clear or partly cloudy,6.56,11.365,64.0,0.0,0.6931471805599453
119,2017-01-06 04:00:00,spring,No,Yes,Mist,6.56,9.85,64.0,6.0032,0.0
120,2017-01-06 05:00:00,spring,No,Yes,Mist,5.74,9.09,69.0,6.0032,1.3862943611198906
121,2017-01-06 06:00:00,spring,No,Yes,Mist,5.74,8.335,63.0,7.0015,3.58351893845611
122,2017-01-06 07:00:00,spring,No,Yes,Mist,,11.365,59.0,0.0,4.553876891600541
123,2017-01-06 08:00:00,spring,No,Yes,Clear or partly cloudy,6.56,11.365,59.0,0.0,5.389071729816501
124,2017-01-06 09:00:00,spring,No,Yes,Mist,,12.12,51.0,0.0,4.804021044733257
125,2017-01-06 10:00:00,spring,No,Yes,Clear or partly cloudy,8.2,12.88,47.0,0.0,3.8066624897703196
126,2017-01-06 11:00:00,spring,No,Yes,Clear or partly cloudy,9.02,12.88,44.0,6.0032,4.07753744390572
127,2017-01-06 12:00:00,spring,No,Yes,Clear or partly cloudy,10.66,14.395,35.0,0.0,4.430816798843313
128,2017-01-06 13:00:00,spring,No,Yes,Clear or partly cloudy,10.66,13.635,35.0,7.0015,4.204692619390966
129,2017-01-06 14:00:00,spring,No,Yes,Clear or partly cloudy,11.48,13.635,36.0,11.0014,4.248495242049359
130,2017-01-06 15:00:00,spring,No,Yes,Clear or partly cloudy,11.48,13.635,36.0,0.0,4.127134385045092
131,2017-01-06 16:00:00,spring,No,Yes,Clear or partly cloudy,10.66,12.88,38.0,11.0014,4.454347296253507
132,2017-01-06 17:00:00,spring,No,Yes,Clear or partly cloudy,9.02,11.365,51.0,11.0014,5.147494476813453
133,2017-01-06 18:00:00,spring,No,Yes,Clear or partly cloudy,9.02,11.365,51.0,8.9981,5.093750200806762
134,2017-01-06 19:00:00,spring,No,Yes,Clear or partly cloudy,9.02,12.88,55.0,,4.718498871295094
135,2017-01-06 20:00:00,spring,No,Yes,Clear or partly cloudy,,10.605,51.0,11.0014,4.23410650459726
136,2017-01-06 21:00:00,spring,No,Yes,Mist,9.02,10.605,55.0,15.0013,3.871201010907891
137,2017-01-06 22:00:00,spring,No,Yes,Mist,9.02,10.605,51.0,19.0012,3.9512437185814275
138,2017-01-06 23:00:00,spring,No,Yes,Mist,,9.85,59.0,12.998,3.1354942159291497
139,2017-01-07 00:00:00,spring,No,Yes,Mist,8.2,9.85,64.0,12.998,2.833213344056216
140,2017-01-07 01:00:00,spring,No,Yes,Mist,8.2,9.85,69.0,15.0013,1.9459101490553132
141,2017-01-07 02:00:00,spring,No,Yes,Mist,8.2,9.85,69.0,15.0013,0.0
142,2017-01-07 04:00:00,spring,No,Yes,Mist,8.2,10.605,69.0,8.9981,0.0
143,2017-01-07 05:00:00,spring,No,Yes,Light snow or rain,,13.635,55.0,0.0,1.6094379124341003
144,2017-01-07 06:00:00,spring,No,Yes,Mist,8.2,12.88,69.0,0.0,3.5263605246161616
145,2017-01-07 07:00:00,spring,No,Yes,Clear or partly cloudy,8.2,10.605,69.0,8.9981,4.430816798843313
146,2017-01-07 08:00:00,spring,No,Yes,Clear or partly cloudy,8.2,9.85,51.0,16.9979,5.3471075307174685
147,2017-01-07 09:00:00,spring,No,Yes,Clear or partly cloudy,8.2,9.09,47.0,19.9995,4.897839799950911
148,2017-01-07 10:00:00,spring,No,Yes,Clear or partly cloudy,,9.85,37.0,22.0028,4.143134726391533
149,2017-01-07 11:00:00,spring,No,Yes,Mist,8.2,,40.0,15.0013,4.204692619390966
150,2017-01-07 12:00:00,spring,No,Yes,Mist,,9.85,37.0,16.9979,4.07753744390572
151,2017-01-07 13:00:00,spring,No,Yes,Mist,8.2,9.09,37.0,19.0012,4.290459441148391
152,2017-01-07 14:00:00,spring,No,Yes,Mist,8.2,9.85,40.0,16.9979,3.912023005428146
153,2017-01-07 15:00:00,spring,No,Yes,Mist,8.2,10.605,37.0,11.0014,4.276666119016055
154,2017-01-07 16:00:00,spring,No,Yes,Mist,,10.605,37.0,11.0014,4.465908118654584
155,2017-01-07 17:00:00,spring,No,Yes,Mist,8.2,12.88,37.0,0.0,5.231108616854587
156,2017-01-07 18:00:00,spring,No,Yes,Clear or partly cloudy,8.2,11.365,40.0,6.0032,4.812184355372417
157,2017-01-07 19:00:00,spring,No,Yes,Clear or partly cloudy,6.56,9.85,55.0,6.0032,4.553876891600541
158,2017-01-07 20:00:00,spring,No,Yes,Clear or partly cloudy,7.38,10.605,47.0,7.0015,3.9318256327243257
159,2017-01-07 21:00:00,spring,No,Yes,Clear or partly cloudy,7.38,9.85,47.0,8.9981,3.6635616461296463
160,2017-01-07 22:00:00,spring,No,Yes,Mist,7.38,9.85,43.0,11.0014,3.58351893845611
161,2017-01-07 23:00:00,spring,No,Yes,Mist,7.38,9.85,51.0,11.0014,2.70805020110221
162,2017-01-08 00:00:00,spring,No,No,Mist,7.38,9.85,51.0,11.0014,3.2188758248682006
163,2017-01-08 01:00:00,spring,No,No,Mist,7.38,10.605,55.0,6.0032,2.772588722239781
164,2017-01-08 02:00:00,spring,No,No,Mist,7.38,12.12,55.0,0.0,2.772588722239781
165,2017-01-08 03:00:00,spring,No,No,Light snow or rain,7.38,9.85,55.0,11.0014,1.9459101490553132
166,2017-01-08 04:00:00,spring,No,No,Light snow or rain,7.38,9.85,55.0,11.0014,0.0
167,2017-01-08 05:00:00,spring,No,No,Mist,6.56,8.335,74.0,,1.6094379124341003
168,2017-01-08 06:00:00,spring,No,No,Mist,6.56,8.335,74.0,11.0014,0.6931471805599453
169,2017-01-08 07:00:00,spring,No,No,Mist,6.56,9.09,74.0,7.0015,2.1972245773362196
170,2017-01-08 08:00:00,spring,No,No,Light snow or rain,6.56,9.09,93.0,7.0015,2.70805020110221
171,2017-01-08 09:00:00,spring,No,No,Light snow or rain,6.56,9.09,93.0,7.0015,2.995732273553991
172,2017-01-08 10:00:00,spring,No,No,Mist,,9.85,80.0,11.0014,4.110873864173311
173,2017-01-08 11:00:00,spring,No,No,Mist,8.2,9.09,69.0,26.0027,4.127134385045092
174,2017-01-08 12:00:00,spring,No,No,Mist,8.2,9.09,59.0,23.9994,4.584967478670572
175,2017-01-08 13:00:00,spring,No,No,Clear or partly cloudy,8.2,9.09,44.0,22.0028,4.624972813284271
176,2017-01-08 14:00:00,spring,No,No,Clear or partly cloudy,8.2,8.335,32.0,32.9975,4.553876891600541
177,2017-01-08 15:00:00,spring,No,No,Clear or partly cloudy,8.2,8.335,32.0,30.0026,4.30406509320417
178,2017-01-08 16:00:00,spring,No,No,Clear or partly cloudy,7.38,6.82,29.0,30.0026,4.330733340286331
179,2017-01-08 17:00:00,spring,No,No,Clear or partly cloudy,6.56,6.06,37.0,36.9974,4.23410650459726
180,2017-01-08 18:00:00,spring,No,No,Clear or partly cloudy,5.74,6.06,39.0,19.9995,4.007333185232471
181,2017-01-08 19:00:00,spring,No,No,Clear or partly cloudy,5.74,6.06,36.0,16.9979,3.4011973816621555
182,2017-01-08 20:00:00,spring,No,No,Clear or partly cloudy,4.92,6.06,36.0,16.9979,3.332204510175204
183,2017-01-08 21:00:00,spring,No,No,Clear or partly cloudy,4.92,5.305,39.0,23.9994,3.6109179126442243
184,2017-01-08 22:00:00,spring,No,No,Clear or partly cloudy,,5.305,36.0,26.0027,3.5263605246161616
185,2017-01-08 23:00:00,spring,No,No,Clear or partly cloudy,4.1,3.03,39.0,30.0026,3.091042453358316
186,2017-01-09 00:00:00,spring,No,No,Clear or partly cloudy,4.1,3.79,42.0,26.0027,3.2188758248682006
187,2017-01-09 01:00:00,spring,No,No,Clear or partly cloudy,4.1,3.03,42.0,31.0009,2.4849066497880004
188,2017-01-09 02:00:00,spring,No,No,Clear or partly cloudy,4.1,3.03,46.0,31.0009,2.3978952727983707
189,2017-01-09 03:00:00,spring,No,No,Clear or partly cloudy,,3.79,46.0,27.9993,1.3862943611198906
190,2017-01-09 04:00:00,spring,No,No,Clear or partly cloudy,,4.545,53.0,12.998,0.0
191,2017-01-09 05:00:00,spring,No,No,Clear or partly cloudy,,4.545,53.0,12.998,0.0
192,2017-01-09 06:00:00,spring,No,No,Clear or partly cloudy,4.1,4.545,49.0,19.0012,0.0
193,2017-01-09 07:00:00,spring,No,No,Clear or partly cloudy,3.28,4.545,53.0,12.998,1.791759469228055
194,2017-01-09 08:00:00,spring,No,No,Clear or partly cloudy,4.1,4.545,49.0,19.0012,2.302585092994046
195,2017-01-09 09:00:00,spring,No,No,Clear or partly cloudy,4.92,3.79,46.0,35.0008,2.9444389791664403
196,2017-01-09 10:00:00,spring,No,No,Clear or partly cloudy,5.74,5.305,43.0,26.0027,3.8918202981106265
197,2017-01-09 11:00:00,spring,No,No,Clear or partly cloudy,6.56,6.06,40.0,35.0008,3.8918202981106265
198,2017-01-09 12:00:00,spring,No,No,Clear or partly cloudy,,6.82,37.0,30.0026,4.418840607796598
199,2017-01-09 13:00:00,spring,No,No,Clear or partly cloudy,8.2,8.335,34.0,30.0026,4.31748811353631
200,2017-01-09 14:00:00,spring,No,No,Clear or partly cloudy,9.02,9.09,32.0,31.0009,4.276666119016055
201,2017-01-09 15:00:00,spring,No,No,Clear or partly cloudy,9.02,9.85,35.0,23.9994,4.406719247264253
202,2017-01-09 16:00:00,spring,No,No,Clear or partly cloudy,8.2,8.335,34.0,30.0026,4.5217885770490405
203,2017-01-09 17:00:00,spring,No,No,Clear or partly cloudy,7.38,7.575,37.0,26.0027,4.127134385045092
204,2017-01-09 18:00:00,spring,No,No,Clear or partly cloudy,6.56,6.82,40.0,,3.871201010907891
205,2017-01-09 19:00:00,spring,No,No,Clear or partly cloudy,6.56,6.82,43.0,22.0028,3.713572066704308
206,2017-01-09 20:00:00,spring,No,No,Clear or partly cloudy,,6.06,46.0,16.9979,3.6375861597263857
207,2017-01-09 21:00:00,spring,No,No,Clear or partly cloudy,5.74,5.305,46.0,27.9993,2.995732273553991
208,2017-01-09 22:00:00,spring,No,No,Clear or partly cloudy,5.74,6.06,46.0,19.9995,2.70805020110221
209,2017-01-09 23:00:00,spring,No,No,Clear or partly cloudy,4.92,6.82,50.0,12.998,1.791759469228055
210,2017-01-10 00:00:00,spring,No,Yes,Clear or partly cloudy,4.92,6.06,50.0,19.0012,1.6094379124341003
211,2017-01-10 01:00:00,spring,No,Yes,Clear or partly cloudy,,6.06,50.0,19.0012,0.0
212,2017-01-10 02:00:00,spring,No,Yes,Clear or partly cloudy,4.92,6.06,50.0,15.0013,1.0986122886681098
213,2017-01-10 03:00:00,spring,No,Yes,Clear or partly cloudy,4.92,6.06,50.0,15.0013,0.0
214,2017-01-10 04:00:00,spring,No,Yes,Clear or partly cloudy,4.1,6.06,54.0,8.9981,1.0986122886681098
215,2017-01-10 05:00:00,spring,No,Yes,Clear or partly cloudy,4.1,5.305,54.0,16.9979,1.0986122886681098
216,2017-01-10 06:00:00,spring,No,Yes,Clear or partly cloudy,4.92,6.06,50.0,19.0012,3.4339872044851463
217,2017-01-10 07:00:00,spring,No,Yes,Clear or partly cloudy,4.92,6.06,50.0,15.0013,4.343805421853684
218,2017-01-10 08:00:00,spring,No,Yes,Mist,4.92,6.06,50.0,19.0012,5.236441962829949
219,2017-01-10 09:00:00,spring,No,Yes,Mist,5.74,6.06,50.0,,4.543294782270004
220,2017-01-10 10:00:00,spring,No,Yes,Mist,5.74,6.06,50.0,19.9995,3.4339872044851463
221,2017-01-10 11:00:00,spring,No,Yes,Mist,6.56,6.82,47.0,19.0012,3.4011973816621555
222,2017-01-10 12:00:00,spring,No,Yes,Mist,8.2,9.09,40.0,19.0012,3.9512437185814275
223,2017-01-10 13:00:00,spring,No,Yes,Mist,8.2,9.09,40.0,19.0012,3.9889840465642745
224,2017-01-10 14:00:00,spring,No,Yes,Mist,,9.85,40.0,15.0013,3.8501476017100584
225,2017-01-10 15:00:00,spring,No,Yes,Mist,8.2,9.85,40.0,15.0013,3.8066624897703196
226,2017-01-10 16:00:00,spring,No,Yes,Clear or partly cloudy,8.2,10.605,40.0,8.9981,4.30406509320417
227,2017-01-10 17:00:00,spring,No,Yes,Clear or partly cloudy,8.2,11.365,40.0,7.0015,5.181783550292085
228,2017-01-10 18:00:00,spring,No,Yes,Clear or partly cloudy,8.2,9.85,40.0,15.0013,5.043425116919247
229,2017-01-10 19:00:00,spring,No,Yes,Clear or partly cloudy,6.56,8.335,47.0,11.0014,4.553876891600541
230,2017-01-10 20:00:00,spring,No,Yes,Clear or partly cloudy,6.56,8.335,50.0,11.0014,4.30406509320417
231,2017-01-10 21:00:00,spring,No,Yes,Clear or partly cloudy,5.74,6.82,59.0,12.998,3.6375861597263857
232,2017-01-10 22:00:00,spring,No,Yes,Clear or partly cloudy,5.74,7.575,59.0,11.0014,3.1780538303479458
233,2017-01-10 23:00:00,spring,No,Yes,Clear or partly cloudy,5.74,7.575,59.0,11.0014,2.8903717578961645
234,2017-01-11 00:00:00,spring,No,Yes,Clear or partly cloudy,5.74,8.335,59.0,7.0015,2.4849066497880004
235,2017-01-11 01:00:00,spring,No,Yes,Clear or partly cloudy,5.74,7.575,59.0,11.0014,1.0986122886681098
236,2017-01-11 02:00:00,spring,No,Yes,Mist,6.56,7.575,55.0,12.998,1.0986122886681098
237,2017-01-11 05:00:00,spring,No,Yes,Mist,6.56,9.09,55.0,8.9981,1.791759469228055
238,2017-01-11 06:00:00,spring,No,Yes,Mist,6.56,9.09,55.0,8.9981,3.295836866004329
239,2017-01-11 07:00:00,spring,No,Yes,Mist,,11.365,55.0,0.0,4.59511985013459
240,2017-01-11 08:00:00,spring,No,Yes,Mist,7.38,10.605,51.0,6.0032,5.37989735354046
241,2017-01-11 09:00:00,spring,No,Yes,Mist,7.38,9.85,51.0,11.0014,4.867534450455582
242,2017-01-11 10:00:00,spring,No,Yes,Mist,8.2,10.605,51.0,11.0014,3.9889840465642745
243,2017-01-11 11:00:00,spring,No,Yes,Mist,8.2,10.605,47.0,8.9981,3.5553480614894135
244,2017-01-11 12:00:00,spring,No,Yes,Mist,8.2,11.365,51.0,7.0015,4.04305126783455
245,2017-01-11 13:00:00,spring,No,Yes,Mist,8.2,11.365,59.0,6.0032,3.9512437185814275
246,2017-01-11 14:00:00,spring,No,Yes,Mist,8.2,11.365,59.0,6.0032,4.143134726391533
